"h3","ps","g1"
1,-1.12149171720678,4.94725326634584
1,-1.04683093605966,5.09112603854852
1,-0.972170154912543,5.23646912876539
1,-0.897509373765424,5.38326233535303
1,-0.822848592618306,5.53148522955753
1,-0.748187811471187,5.68111733722525
1,-0.673527030324068,5.83214759187873
1,-0.598866249176949,5.9845496605812
1,-0.524205468029831,6.13831353992408
1,-0.449544686882712,6.29342332344096
1,-0.374883905735593,6.44986647953291
1,-0.300223124588475,6.60762878895035
1,-0.225562343441356,6.76669883304254
1,-0.150901562294237,6.92706749310296
1,-0.076240781147118,7.08872213634863
1,-0.00158,7.25165397465703
100,-1.70625965099142,0.53721205667034
100,-1.68921285448151,0.54737653291448
100,-1.67216605797159,0.557644848770204
100,-1.65511926146168,0.568018415708
100,-1.63807246495176,0.578498821224675
100,-1.62102566844185,0.589086682262956
100,-1.60397887193193,0.59978424640065
100,-1.58693207542202,0.610592677433793
100,-1.56988527891211,0.621513393640722
100,-1.55283848240219,0.632547834319771
100,-1.53579168589228,0.643697635888713
100,-1.51874488938236,0.654964193113211
100,-1.50169809287245,0.666348940491724
100,-1.48465129636253,0.67785363093255
100,-1.46760449985262,0.689479687743981
100,-1.45055770334271,0.701228743852048
100,-1.43351090683279,0.713102340373176
100,-1.41646411032288,0.725102133095263
100,-1.39941731381296,0.737229793353243
100,-1.38237051730305,0.74948693635275
100,-1.36532372079314,0.76187513536662
100,-1.34827692428322,0.774396271605947
100,-1.33123012777331,0.787052005747076
100,-1.31418333126339,0.799843908427153
100,-1.29713653475348,0.812773832610571
100,-1.28008973824356,0.825843545365015
100,-1.26304294173365,0.839054801542212
100,-1.24599614522374,0.852409367623014
100,-1.22894934871382,0.865909148271978
100,-1.21190255220391,0.879555829263381
100,-1.19485575569399,0.893351360895615
100,-1.17780895918408,0.907297513488851
100,-1.16076216267416,0.921396276966093
100,-1.14371536616425,0.9356493762294
100,-1.12666856965434,0.950058807521509
100,-1.10962177314442,0.964626543637899
100,-1.09257497663451,0.979354378126645
100,-1.07552818012459,0.994244342778236
100,-1.05848138361468,1.00929841662155
100,-1.04143458710477,1.02451848421978
100,-1.02438779059485,1.03990648872121
100,-1.00734099408494,1.05546449753544
100,-0.990294197575023,1.0711945276848
100,-0.973247401065109,1.08709850313595
100,-0.956200604555195,1.10317866321555
100,-0.93915380804528,1.11943675434366
100,-0.922107011535366,1.13587493979578
100,-0.905060215025452,1.15249530110453
100,-0.888013418515538,1.16929980806364
100,-0.870966622005624,1.18629058873474
100,-0.85391982549571,1.20346952164425
100,-0.836873028985795,1.2208388414519
100,-0.819826232475881,1.23840061377842
100,-0.802779435965967,1.25615681882232
100,-0.785732639456053,1.27410954657034
100,-0.768685842946139,1.29226082951988
100,-0.751639046436224,1.31061278297314
100,-0.73459224992631,1.32916743446569
100,-0.717545453416396,1.34792686370411
100,-0.700498656906482,1.36689310098221
100,-0.683451860396568,1.38606808887092
100,-0.666405063886653,1.40545398175234
100,-0.649358267376739,1.42505278901521
100,-0.632311470866825,1.44486643608079
100,-0.615264674356911,1.46489741223679
100,-0.598217877846997,1.485146663684
100,-0.581171081337083,1.50561698741268
100,-0.564124284827168,1.52630994010274
100,-0.547077488317254,1.54722775317058
100,-0.53003069180734,1.56837221491775
100,-0.512983895297426,1.58974515405342
100,-0.495937098787511,1.61134856924691
100,-0.478890302277597,1.63318405926911
100,-0.461843505767683,1.65525392800651
100,-0.444796709257769,1.6775595174539
100,-0.427749912747855,1.70010267307575
100,-0.41070311623794,1.72288533407563
100,-0.393656319728026,1.74590907659392
100,-0.376609523218112,1.76917535949572
100,-0.359562726708198,1.79268616269219
100,-0.342515930198284,1.81644293009078
100,-0.325469133688369,1.84044710953126
100,-0.308422337178455,1.86470039726385
100,-0.291375540668541,1.88920408951967
100,-0.274328744158627,1.91395997398658
100,-0.257281947648713,1.93896900481062
100,-0.240235151138799,1.9642327417743
100,-0.223188354628884,1.98975234020298
100,-0.20614155811897,2.01552933951309
100,-0.189094761609056,2.04156467534988
100,-0.172047965099142,2.06785783655772
100,-0.155001168589228,2.09441364492979
100,-0.137954372079313,2.12123080791992
100,-0.120907575569399,2.14831177209511
100,-0.103860779059485,2.17565506267271
100,-0.0868139825495708,2.20326276497491
100,-0.0697671860396567,2.23113568030466
100,-0.0527203895297423,2.25927455108361
100,-0.0356735930198282,2.28768014288199
100,-0.0186267965099141,2.31635281455757
100,-0.00158,2.34529350322888
